x_dist,y_dist,xvel,yvel
-19.5760098,570.6110141,7.919733697,0.001960415
-19.57520436,560.961242,7.918200113,-0.009386869
-19.57435791,818.1800458,6.418200113,0.030613131
-19.57404939,578.5307478,7.919733697,0.001960415
-19.57208897,586.4504815,7.919733697,0.001960415
-19.57012856,594.3702152,7.919733697,0.001960415
-19.56816814,602.2899489,7.919733697,0.001960415
-19.56620773,610.2096825,7.919733697,0.001960415
-19.56581749,553.0430419,7.918200113,-0.009386869
-19.56424731,618.1294162,7.919733697,0.001960415
-19.56345561,459.8347423,7.719855532,-0.005019484
-19.56251852,836.8346462,6.118200113,-0.009386869
-19.55843613,452.1148868,7.620342722,0.021029221
-19.55643062,545.1248418,7.918200113,-0.009386869
-19.55313165,830.716446,6.218200113,0.030613131
-19.54704375,537.2066416,7.918200113,-0.009386869
-19.54129225,848.7710464,5.918200113,-0.009386869
-19.53971241,429.3516674,7.721438343,-0.039876472
-19.53958888,436.9731057,7.621438343,0.000123528
-19.53765688,529.2884415,7.918200113,-0.009386869
-19.53351146,976.8988497,3.018200113,-0.129386869
-19.53190538,842.8528463,6.018200113,0.030613131
-19.52827001,521.3702414,7.918200113,-0.009386869
-19.52006599,860.3074466,5.718200113,-0.009386869
-19.51888314,513.4520413,7.918200113,-0.009386869
-19.51067912,854.5892465,5.818200113,0.030613131
-19.50949627,505.5338412,7.918200113,-0.009386869
-19.50010941,497.6156411,7.918200113,-0.009386869
-19.49995946,413.8087907,7.921438343,-0.039876472
-19.49983594,421.630229,7.821438343,0.000123528
-19.49883973,871.4438468,5.518200113,-0.009386869
-19.49072254,489.697441,7.918200113,-0.009386869
-19.48945286,865.9256467,5.618200113,0.030613131
-19.48133567,481.7792409,7.918200113,-0.009386869
-19.47761347,882.1802471,5.318200113,-0.009386869
-19.4719488,473.8610407,7.918200113,-0.009386869
-19.4682266,876.8620469,5.418200113,0.030613131
-19.46256193,465.9428406,7.918200113,-0.009386869
-19.46008299,405.8873523,7.921438343,-0.039876472
-19.45638721,892.5166473,5.118200113,-0.009386869
-19.45317506,458.0246405,7.918200113,-0.009386869
-19.4525842,555.1437398,-1.514467174,1.83636258
-19.45230934,327.6224204,6.100072584,2.092968325
-19.44700034,887.3984472,5.218200113,0.030613131
-19.44378819,450.1064404,7.918200113,-0.009386869
-19.43516095,902.4530475,4.918200113,-0.009386869
-19.43440132,442.1882403,7.918200113,-0.009386869
-19.42577408,897.5348474,5.018200113,0.030613131
-19.42501445,434.2700402,7.918200113,-0.009386869
-19.42020652,397.965914,7.921438343,-0.039876472
-19.41562758,426.3518401,7.918200113,-0.009386869
-19.41393468,911.9894477,4.718200113,-0.009386869
-19.40624071,418.43364,7.918200113,-0.009386869
-19.40454781,907.2712476,4.818200113,0.030613131
-19.40412459,973.8806495,3.118200113,-0.089386869
-19.39685385,410.5154398,7.918200113,-0.009386869
-19.39270842,921.125848,4.518200113,-0.009386869
-19.38746698,402.5972397,7.918200113,-0.009386869
-19.38703376,557.5844173,3.287062714,2.309753651
-19.38332155,916.6076478,4.618200113,0.030613131
-19.38033005,390.0444756,7.921438343,-0.039876472
-19.37808011,394.6790396,7.918200113,-0.009386869
-19.37148216,929.8622482,4.318200113,-0.009386869
-19.36869324,386.7608395,7.918200113,-0.009386869
-19.36209529,925.5440481,4.418200113,0.030613131
-19.35930637,378.8426394,7.918200113,-0.009386869
-19.3502559,938.1986484,4.118200113,-0.009386869
-19.3499195,370.9244393,7.918200113,-0.009386869
-19.34086903,934.0804483,4.218200113,0.030613131
-19.34053263,363.0062392,7.918200113,-0.009386869
-19.34045358,382.1230373,7.921438343,-0.039876472
-19.33114576,355.0880391,7.918200113,-0.009386869
-19.32902964,946.1350486,3.918200113,-0.009386869
-19.32175889,347.1698389,7.918200113,-0.009386869
-19.31964277,942.2168485,4.018200113,0.030613131
-19.31473772,970.7624494,3.218200113,-0.049386869
-19.31237202,339.2516388,7.918200113,-0.009386869
-19.30780337,953.6714489,3.718200113,-0.009386869
-19.30298515,331.3334387,7.918200113,-0.009386869
-19.30057711,374.201599,7.921438343,-0.039876472
-19.29841651,949.9532488,3.818200113,0.030613131
-19.29359828,323.4152386,7.918200113,-0.009386869
-19.28657711,960.8078491,3.518200113,-0.009386869
-19.28421142,315.4970385,7.918200113,-0.009386869
-19.27719024,957.289649,3.618200113,0.030613131
-19.27482455,307.5788384,7.918200113,-0.009386869
-19.26543768,299.6606383,7.918200113,-0.009386869
-19.26535085,967.5442493,3.318200113,-0.009386869
-19.26070063,366.2801606,7.921438343,-0.039876472
-19.25605081,291.7424381,7.918200113,-0.009386869
-19.25596398,964.2260492,3.418200113,0.030613131
-19.24666394,283.824238,7.918200113,-0.009386869
-19.23727707,275.9060379,7.918200113,-0.009386869
-19.2278902,267.9878378,7.918200113,-0.009386869
-19.22082416,358.3587223,7.921438343,-0.039876472
-19.21850333,260.0696377,7.918200113,-0.009386869
-19.20911646,252.1514376,7.918200113,-0.009386869
-19.19972959,244.2332375,7.918200113,-0.009386869
-19.19034272,236.3150374,7.918200113,-0.009386869
-19.18095586,228.3968372,7.918200113,-0.009386869
-19.18094769,350.4372839,7.921438343,-0.039876472
-19.17156899,220.4786371,7.918200113,-0.009386869
-19.16218212,212.560437,7.918200113,-0.009386869
-19.15279525,204.6422369,7.918200113,-0.009386869
-19.14340838,196.7240368,7.918200113,-0.009386869
-19.14107122,342.5158456,7.921438343,-0.039876472
-19.13402151,188.8058367,7.918200113,-0.009386869
-19.12463464,180.8876366,7.918200113,-0.009386869
-19.11524777,172.9694365,7.918200113,-0.009386869
-19.1058609,165.0512363,7.918200113,-0.009386869
-19.10119475,334.5944072,7.921438343,-0.039876472
-19.09647403,157.1330362,7.918200113,-0.009386869
-19.08708716,149.2148361,7.918200113,-0.009386869
-19.0777003,141.296636,7.918200113,-0.009386869
-19.06831343,133.3784359,7.918200113,-0.009386869
-19.06131828,326.6729689,7.921438343,-0.039876472
-19.05892656,125.4602358,7.918200113,-0.009386869
-19.04953969,117.5420357,7.918200113,-0.009386869
-19.04015282,109.6238356,7.918200113,-0.009386869
-19.03076595,101.7056354,7.918200113,-0.009386869
-19.0214418,318.7515306,7.921438343,-0.039876472
-19.02137908,93.78743533,7.918200113,-0.009386869
-19.01199221,85.86923522,7.918200113,-0.009386869
-19.00260534,77.9510351,7.918200113,-0.009386869
-19.00054327,289.8386435,0.7967893,1.155996918
-18.99321847,70.03283499,7.918200113,-0.009386869
-18.98156533,310.8300922,7.921438343,-0.039876472
-18.97916266,337.1961677,5.194032955,1.767850326
-18.94168886,302.9086539,7.921438343,-0.039876472
-18.90181239,294.9872155,7.824476792,-0.034606107
-18.86720628,287.1627387,7.728847272,-0.036188445
-18.83101784,279.4338915,7.634788127,-0.044572824
-18.78644501,271.7991033,7.542535788,-0.059700296
-18.72674472,264.2565676,7.452324484,-0.081503695
-18.64524102,256.8042431,7.36438596,-0.109907723
-18.5353333,249.4398571,7.278949189,-0.144829042
-18.51584891,76.34359422,7.838016835,1.4760139
-18.39050426,242.1609079,7.378949189,-0.104829042
-18.28567521,234.7819587,7.478949189,-0.064829042
-18.22084617,227.3030095,7.578949189,-0.024829042
-18.21118809,212.0451112,7.778949189,-0.024829042
-18.20153001,196.3872128,7.978949189,-0.024829042
-18.19601713,219.7240604,7.678949189,0.015170958
-18.18635905,204.266162,7.878949189,0.015170958
-18.17670096,188.4082636,7.978949189,-0.024829042
-18.15187192,180.4293144,7.978949189,-0.024829042
-18.12704288,172.4503652,7.978949189,-0.024829042
-18.10221384,164.471416,7.978949189,-0.024829042
-18.0773848,156.4924668,7.978949189,-0.024829042
-18.05255575,148.5135177,7.978949189,-0.024829042
-18.02772671,140.5345685,7.978949189,-0.024829042
-18.00289767,132.5556193,7.978949189,-0.024829042
-17.97806863,124.5766701,7.978949189,-0.024829042
-17.95323959,116.5977209,7.978949189,-0.024829042
-17.92841054,108.6187717,7.978949189,-0.024829042
-17.9035815,100.6398225,7.978949189,-0.024829042
-17.87875246,92.66087333,7.978949189,-0.024829042
-17.85392342,84.68192414,7.978949189,-0.024829042
-17.83927599,290.7323944,0.893750851,1.161267282
-17.83626183,690.3631631,0.616801126,2.405799801
-17.82909438,76.70297495,7.978949189,-0.024829042
-17.80426534,68.72402576,7.978949189,-0.024829042
-17.64462565,553.7172111,-1.42652865,1.807958551
-17.26421354,333.8147453,6.192324923,2.188095796
-17.17131233,342.2902006,5.094032955,1.807850326
-17.09240759,560.9637324,3.379315054,2.294626179
-17.03983501,84.18161105,7.838016835,1.4760139
-16.67273834,291.7231068,0.990712401,1.166537647
-15.86507113,552.378621,-1.338590126,1.779554523
-15.56382111,92.01962789,7.838016835,1.4760139
-15.50093033,292.8107807,1.087673952,1.171808011
-15.39046202,691.0799643,0.716801126,2.445799801
-15.32346201,347.2842336,4.994032955,1.847850326
-14.98773336,340.1011294,6.286384069,2.276480176
-14.75778141,564.2430474,3.279315054,2.334626179
-14.32385196,293.9954162,1.184635502,1.177078376
-14.11392063,551.1279694,-1.250651602,1.751150494
-14.08780721,99.85764472,7.838016835,1.4760139
-13.43561168,352.1782666,4.894032955,1.887850326
-13.14150322,295.2770133,1.281597053,1.18234874
-12.90466222,691.8967654,0.816801126,2.485799801
-12.75180749,747.1216351,0.488606618,-0.376564013
-12.62967085,346.483143,6.382013589,2.358062514
-12.61179331,107.6956616,7.838016835,1.4760139
-12.39117417,549.9652563,-1.162713078,1.722746465
-12.38315523,567.4223625,3.179315054,2.374626179
-12.37524347,746.6330285,0.588606618,-0.336564013
-12.03867946,746.0444219,0.688606618,-0.296564013
-11.95388411,296.6555719,1.378558604,1.187619104
-11.74211545,745.3558153,0.788606618,-0.256564013
-11.59543559,357.1520583,4.973791764,1.840176096
-11.48555143,744.5672086,0.888606618,-0.216564013
-11.26898742,743.678602,0.988606618,-0.176564013
-11.13577941,115.5336784,7.838016835,1.4760139
-11.09242341,742.6899954,1.088606618,-0.136564013
-10.95585939,741.6013888,1.000668094,-0.164968042
-10.79089135,740.6007207,0.91272957,-0.19337207
-10.76099464,298.1310921,1.475520154,1.192889469
-10.69683173,548.8904818,-1.074774553,1.694342437
-10.59751928,739.6879911,0.824791046,-0.221776099
-10.42489711,767.4292243,3.798591689,-0.38
-10.37886242,692.6135665,0.716801126,2.525799801
-10.37574318,738.8632001,0.736852521,-0.250180128
-10.1968787,352.9621181,6.478975139,2.432792149
-10.12556305,738.1263476,0.648913997,-0.278584156
-10.04489711,763.6306326,3.898591689,-0.34
-9.968529047,570.5016775,3.079315054,2.414626179
-9.846978898,737.4774336,0.560975473,-0.306988185
-9.809153803,362.2024396,5.050381283,1.786281784
-9.704897115,759.7320409,3.998591689,-0.3
-9.659765512,123.3716952,7.838016835,1.4760139
-9.630230817,342.9190393,3.39706023,-0.375909345
-9.56283481,299.7035738,1.572481705,1.198159833
-9.539990713,736.9164581,0.473036949,-0.335392214
-9.404897115,755.7334492,4.098591689,-0.26
-9.254321472,339.5219791,3.49706023,-0.335909345
-9.204598499,736.4434211,0.385098425,-0.363796242
-9.160943302,244.6951803,7.928173454,-0.015546298
-9.152035899,260.2515272,7.728173454,-0.015546298
-9.145397004,236.7670068,7.928173454,-0.015546298
-9.144897115,751.6348575,4.198591689,-0.22
-9.143128496,275.4078741,7.528173454,-0.015546298
-9.1364896,252.5233537,7.828173454,0.024453702
